hc,c_translator,3,cos_acc,0.745810055866
hc,c_translator,3,cos_acc,0.631868131868
hc,c_translator,3,cos_acc,0.602339181287
hc,c_translator,3,cos_acc,0.529761904762
hc,c_translator,3,cos_acc,0.522598870056
hc,c_translator,3,cos_acc,0.498567335244
hc,c_translator,3,cos_acc,0.463276836158
hc,c_translator,3,cos_acc,0.482479784367
ca,a_translator,3,cos_acc,0.784916201117
ca,a_translator,3,cos_acc,0.458791208791
ca,a_translator,3,cos_acc,0.663742690058
ca,a_translator,3,cos_acc,0.535714285714
ca,a_translator,3,cos_acc,0.714689265537
ca,a_translator,3,cos_acc,0.63323782235
ca,a_translator,3,cos_acc,0.590395480226
ca,a_translator,3,cos_acc,0.698113207547
ha,a_translator,3,cos_acc,0.675977653631
ha,a_translator,3,cos_acc,0.664835164835
ha,a_translator,3,cos_acc,0.535087719298
ha,a_translator,3,cos_acc,0.526785714286
ha,a_translator,3,cos_acc,0.658192090395
ha,a_translator,3,cos_acc,0.484240687679
ha,a_translator,3,cos_acc,0.658192090395
ha,a_translator,3,cos_acc,0.450134770889
