knn,3,cos_acc:0.830115830116
knn,3,cos_acc:0.731958762887
knn,3,os_acc:0.755395683453
knn,3,cos_acc:0.716911764706
knn,3,cos_acc:0.790780141844
knn,3,cos_acc:0.821052631579
knn,3,cos_acc:0.817164179104
knn,3,cos_acc:0.739726027397
knn,3,cos_acc:0.440298507463
knn,3,cos_acc:0.818505338078
knn,3,cos_acc:0.853754940711
knn,3,cos_acc:0.892988929889
knn,3,cos_acc:0.834615384615
knn,3,cos_acc:0.726962457338
knn,3,cos_acc:0.69696969697
knn,3,cos_acc:0.717948717949
knn,3,cos_acc:0.890459363958
knn,3,cos_acc:0.846153846154
knn,3,cos_acc:0.850574712644
knn,3,cos_acc:0.851590106007
knn,3,cos_acc:0.75
knn,3,cos_acc:0.81724137931
knn,3,cos_acc:0.5
knn,3,cos_acc:0.78445229682
knn,3,cos_acc:0.7421875
knn,3,cos_acc:0.737931034483
knn,3,cos_acc:0.857692307692
knn,3,cos_acc:0.85
knn,3,cos_acc:0.706293706294
knn,3,cos_acc:0.649635036496
knn,3,cos_acc:0.718411552347
knn,3,cos_acc:0.761732851986
knn,3,cos_acc:0.812720848057
knn,5,cos_acc:0.837837837838
knn,5,cos_acc:0.735395189003
knn,5,cos_acc:0.744604316547
knn,5,cos_acc:0.694852941176
knn,5,cos_acc:0.797872340426
knn,5,cos_acc:0.814035087719
knn,5,cos_acc:0.847014925373
knn,5,cos_acc:0.72602739726
knn,5,cos_acc:0.44776119403
knn,5,cos_acc:0.800711743772
knn,5,cos_acc:0.869565217391
knn,5,cos_acc:0.89667896679
knn,5,cos_acc:0.834615384615
knn,5,cos_acc:0.726962457338
knn,5,cos_acc:0.67803030303
knn,5,cos_acc:0.725274725275
knn,5,cos_acc:0.883392226148
knn,5,cos_acc:0.869230769231
knn,5,cos_acc:0.873563218391
knn,5,cos_acc:0.833922261484
knn,5,cos_acc:0.746575342466
knn,5,cos_acc:0.820689655172
knn,5,cos_acc:0.488805970149
knn,5,cos_acc:0.798586572438
knn,5,cos_acc:0.75390625
knn,5,cos_acc:0.741379310345
knn,5,cos_acc:0.865384615385
knn,5,cos_acc:0.867857142857
knn,5,cos_acc:0.713286713287
knn,5,cos_acc:0.649635036496
knn,5,cos_acc:0.73285198556
knn,5,cos_acc:0.758122743682
knn,5,cos_acc:0.816254416961
knn,1,cos_acc:0.818532818533
knn,1,cos_acc:0.711340206186
knn,1,cos_acc:0.76618705036
knn,1,cos_acc:0.639705882353
knn,1,cos_acc:0.790780141844
knn,1,cos_acc:0.831578947368
knn,1,cos_acc:0.824626865672
knn,1,cos_acc:0.753424657534
knn,1,cos_acc:0.458955223881
knn,1,cos_acc:0.836298932384
knn,1,cos_acc:0.857707509881
knn,1,cos_acc:0.878228782288
knn,1,cos_acc:0.861538461538
knn,1,cos_acc:0.699658703072
knn,1,cos_acc:0.708333333333
knn,1,cos_acc:0.736263736264
knn,1,cos_acc:0.901060070671
knn,1,cos_acc:0.846153846154
knn,1,cos_acc:0.850574712644
knn,1,cos_acc:0.812720848057
knn,1,cos_acc:0.743150684932
knn,1,cos_acc:0.827586206897
knn,1,cos_acc:0.485074626866
knn,1,cos_acc:0.756183745583
knn,1,cos_acc:0.73046875
knn,1,cos_acc:0.734482758621
knn,1,cos_acc:0.838461538462
knn,1,cos_acc:0.810714285714
knn,1,cos_acc:0.706293706294
knn,1,cos_acc:0.664233576642
knn,1,cos_acc:0.703971119134
knn,1,cos_acc:0.772563176895
knn,1,cos_acc:0.795053003534
w,knn,3,cos_acc,0.660231660232
w,knn,3,cos_acc,0.508591065292
w,knn,3,cos_acc,0.525179856115
w,knn,3,cos_acc,0.705882352941
w,knn,3,cos_acc,0.553191489362
w,knn,3,cos_acc,0.585964912281
w,knn,3,cos_acc,0.735074626866
w,knn,3,cos_acc,0.643835616438
w,knn,3,cos_acc,0.294776119403
w,knn,3,cos_acc,0.619217081851
w,knn,3,cos_acc,0.683794466403
w,knn,3,cos_acc,0.726937269373
w,knn,3,cos_acc,0.592307692308
w,knn,3,cos_acc,0.665529010239
w,knn,3,cos_acc,0.57196969697
w,knn,3,cos_acc,0.688644688645
w,knn,3,cos_acc,0.759717314488
w,knn,3,cos_acc,0.646153846154
w,knn,3,cos_acc,0.624521072797
w,knn,3,cos_acc,0.671378091873
w,knn,3,cos_acc,0.702054794521
w,knn,3,cos_acc,0.693103448276
w,knn,3,cos_acc,0.548507462687
w,knn,3,cos_acc,0.766784452297
w,knn,3,cos_acc,0.69921875
w,knn,3,cos_acc,0.662068965517
w,knn,3,cos_acc,0.676923076923
w,knn,3,cos_acc,0.525
w,knn,3,cos_acc,0.653846153846
w,knn,3,cos_acc,0.459854014599
w,knn,3,cos_acc,0.606498194946
w,knn,3,cos_acc,0.516245487365
w,knn,3,cos_acc,0.720848056537
t,knn,3,cos_acc,0.525096525097
t,knn,3,cos_acc,0.786941580756
t,knn,3,cos_acc,0.647482014388
t,knn,3,cos_acc,0.599264705882
t,knn,3,cos_acc,0.776595744681
t,knn,3,cos_acc,0.80350877193
t,knn,3,cos_acc,0.555970149254
t,knn,3,cos_acc,0.609589041096
t,knn,3,cos_acc,0.712686567164
t,knn,3,cos_acc,0.953736654804
t,knn,3,cos_acc,0.754940711462
t,knn,3,cos_acc,0.671586715867
t,knn,3,cos_acc,0.65
t,knn,3,cos_acc,0.825938566553
t,knn,3,cos_acc,0.746212121212
t,knn,3,cos_acc,0.673992673993
t,knn,3,cos_acc,0.625441696113
t,knn,3,cos_acc,0.830769230769
t,knn,3,cos_acc,0.63601532567
t,knn,3,cos_acc,0.752650176678
t,knn,3,cos_acc,0.770547945205
t,knn,3,cos_acc,0.858620689655
t,knn,3,cos_acc,0.522388059701
t,knn,3,cos_acc,0.901060070671
t,knn,3,cos_acc,0.61328125
t,knn,3,cos_acc,0.662068965517
t,knn,3,cos_acc,0.842307692308
t,knn,3,cos_acc,0.914285714286
t,knn,3,cos_acc,0.846153846154
t,knn,3,cos_acc,0.773722627737
t,knn,3,cos_acc,0.682310469314
t,knn,3,cos_acc,0.740072202166
t,knn,3,cos_acc,0.558303886926
