wt,knn,3,cos_acc,0.909574468085
wt,knn,3,cos_acc,0.694835680751
wt,knn,3,cos_acc,1.0
wt,knn,3,cos_acc,0.966507177033
wt,knn,3,cos_acc,0.823008849558
wt,knn,3,cos_acc,0.621359223301
wt,knn,3,cos_acc,0.798283261803
wt,knn,3,cos_acc,0.990338164251
wt,knn,3,cos_acc,0.743801652893
wt,knn,3,cos_acc,0.88038277512
wt,knn,3,cos_acc,0.86432160804
wt,knn,3,cos_acc,0.827586206897
wt,knn,3,cos_acc,0.890995260664
wt,knn,3,cos_acc,0.954337899543
wt,knn,3,cos_acc,0.990196078431
wt,knn,3,cos_acc,0.780952380952
wt,knn,3,cos_acc,0.851851851852
wt,knn,3,cos_acc,0.788732394366
wt,knn,3,cos_acc,0.788288288288
wt,knn,3,cos_acc,0.900432900433
wt,knn,3,cos_acc,0.842639593909
wt,knn,3,cos_acc,0.942307692308
wt,knn,3,cos_acc,0.898230088496
wt,knn,3,cos_acc,0.831730769231
wt,knn,3,cos_acc,0.635071090047
wt,knn,3,cos_acc,0.837438423645
wt,knn,3,cos_acc,0.663414634146
wt,knn,3,cos_acc,0.953271028037
wt,knn,3,cos_acc,0.936585365854
wt,knn,3,cos_acc,0.33
w,knn,3,cos_acc,0.510638297872
w,knn,3,cos_acc,0.488262910798
w,knn,3,cos_acc,0.574468085106
w,knn,3,cos_acc,0.507177033493
w,knn,3,cos_acc,0.438053097345
w,knn,3,cos_acc,0.538834951456
w,knn,3,cos_acc,0.600858369099
w,knn,3,cos_acc,0.502415458937
w,knn,3,cos_acc,0.384297520661
w,knn,3,cos_acc,0.564593301435
w,knn,3,cos_acc,0.658291457286
w,knn,3,cos_acc,0.497536945813
w,knn,3,cos_acc,0.587677725118
w,knn,3,cos_acc,0.552511415525
w,knn,3,cos_acc,0.549019607843
w,knn,3,cos_acc,0.566666666667
w,knn,3,cos_acc,0.384259259259
w,knn,3,cos_acc,0.455399061033
w,knn,3,cos_acc,0.662162162162
w,knn,3,cos_acc,0.52380952381
w,knn,3,cos_acc,0.527918781726
w,knn,3,cos_acc,0.461538461538
w,knn,3,cos_acc,0.305309734513
w,knn,3,cos_acc,0.591346153846
w,knn,3,cos_acc,0.57345971564
w,knn,3,cos_acc,0.290640394089
w,knn,3,cos_acc,0.512195121951
w,knn,3,cos_acc,0.303738317757
w,knn,3,cos_acc,0.341463414634
w,knn,3,cos_acc,0.595
t,knn,3,cos_acc,0.824468085106
t,knn,3,cos_acc,0.892018779343
t,knn,3,cos_acc,0.946808510638
t,knn,3,cos_acc,0.971291866029
t,knn,3,cos_acc,0.898230088496
t,knn,3,cos_acc,0.203883495146
t,knn,3,cos_acc,0.725321888412
t,knn,3,cos_acc,0.975845410628
t,knn,3,cos_acc,0.661157024793
t,knn,3,cos_acc,0.851674641148
t,knn,3,cos_acc,0.577889447236
t,knn,3,cos_acc,0.901477832512
t,knn,3,cos_acc,0.620853080569
t,knn,3,cos_acc,0.86301369863
t,knn,3,cos_acc,0.985294117647
t,knn,3,cos_acc,0.928571428571
t,knn,3,cos_acc,0.643518518519
t,knn,3,cos_acc,0.868544600939
t,knn,3,cos_acc,0.779279279279
t,knn,3,cos_acc,0.969696969697
t,knn,3,cos_acc,0.928934010152
t,knn,3,cos_acc,0.903846153846
t,knn,3,cos_acc,0.867256637168
t,knn,3,cos_acc,0.923076923077
t,knn,3,cos_acc,0.39336492891
t,knn,3,cos_acc,0.945812807882
t,knn,3,cos_acc,0.639024390244
